CODE,TITLE,TYPE,CREDITS,SLOT,FACULTY,VENUE,
ECE3010,Speech processing,,,C1+TC1,,,
ECE4003,Embedded Programming,,,F2+TFF2,,,
ECE4004,Automotive Electrical and Electronic systems,,,D2+TD2+TDD2,,,
ECE4005,SOC Design,,,C2+TC2,,,
ECE4006,Analog IC Design,,,E2+TEE2,,,
ECE4011,Robotics and Automation,,,D1+TD1+TDD1,,,
ECE4017,IoT Domain Analyst,,,E2,,,
ECE4018,Image Analysis and Computer Vision,,,F1+TFF1,,,
MEC1006,Introduction to Robotics,,,D2+TD2,,,
MEC2002,Thermodynamics,,,B2+TB2+TBB2,,,
MEC2005,Fundamentals of Manufacturing Processes,,,A2+TA2,,,
MEC2008,Product Design and Development,,,D1+TD1+TDD1,,,
MEC2021,Mechatronics,,,D2+TD2+TDD2,,,
MEC3001,Heat and Mass Transfer,,,A1+TA1,,,
MEC3002,Theory of Machines,,,C2+TC2,,,
MEC3005,Automation in Manufacturing,,,C2+TC2,,,
MEC3010,Renewable Source of Energy,,,F2+TF2,,,
MEC3011,Operations Research,,,E1+TEE1,,,
MEC3012,Additive Manufacturing,,,F1+TFF1,,,
MEC3027,Robot Dynamics,,,D1+TD1+TDD1,,,
MEC4003,Internal Combustion Engines,,,B1+TB1,,,
MEC4008,Automobile Engineering,,,C1+TC1,,,
ENG1016,Climate Fiction- Narratives to Save the World!,,,C1+TC1,,,
ENG1017,Film Appreciation,,,E1+TE1,,,
ENG1018,Introduction to Fashion and Technology,,,F2+TF2,,,
ENG1019,Introduction to Storytelling in Business & Entrepreneurship,,,G2+TG2,,,
ENG2011,Revisiting Shakespearean Dramas,,,G1+TG1,,,
ENG2014,Decoding Television in the Digital Age,,,D2+TD2,,,
ENG3001,Introduction to Translation Studies,,,C2+TC2,,,
ENG3004,Introducing Linguistics,,,F2,,,
FRL1004,Basic Spanish,,,E2,,,
FRL1004,Basic Spanish,,,G2,,,
FRL1004,Basic Spanish,,,F1,,,
FRL1004,Basic Spanish,,,E1,,,
FRL2004,Korean for Beginners,,,E2,,,
FRL2004,Korean for Beginners,,,G1,,,
FRL2004,Korean for Beginners,,,F1,,,
INL1001,Functional Hindi for non-Hindi Speakers,,,G2,,,
INL1001,Functional Hindi for non-Hindi Speakers,,,E1,,,
FRL1001,Basic French,,,G1,,,
FRL1001,Basic French,,,G2,,,
FRL1001,Basic French,,,E2,Prof.Carlin Pouamou,110 - CB,
FRL1001,Basic French,,,F2,,,
FRL1005,German for Beginners,,,E2,,,
FRL1005,German for Beginners,,,G1,,,
FRL1005,German for Beginners,,,E1,,,
FRL1005,German for Beginners,,,G1,,,
HUM1012,Engineering Economics,,,E2+TE2,,,
HUM1012,Engineering Economics,,,D1+TD1,,,
HUM1012,Engineering Economics,,,D2+TD2,,,
HUM2010,Gender Economics,,,G1+TG1,,,
HUM2106,History of Contemporary India,,,B2+TB2+TBB2,,,
LIB1001,Anthropology – An Introduction,,,G1+TG1,,,
LIB1014,Pursuit of Happiness,,,F1+TF1,,,
LIB1014,Pursuit of Happiness,,,F2+TF2,,,
LIB1019,Dynamics of Gender Psychology,,,F1+TF1,,,
LIB1019,Dynamics of Gender Psychology,,,E2+TE2,,,
LIB1020,Basic Psychology for Engineers,,,D2+TD2,,,
LIB1020,Basic Psychology for Engineers,,,E1+TE1,,,
LIB2003,Geography of Asia and Sub-Saharan Africa,,,F2+TF2,,,
LIB2004,Ancient India History,,,C2+TC2+TCC2,,,
LIB2007,The Aesthetics of Performing Arts,,,C1+TC1+TCC1,,,
LIB2010,Food & Literature,,,E2+TE2,,,
LIB2015,Design Psychology,,,G1+TG1,,,
LIB2016,Human Factors Psychology,,,C2+TC2,,,
LIB2106,"Language, Mind and Logic: Scientific Spectrum",,,E1+TEE1,,,
STS1007,Arithmetic Problem Solving,TH,3,D1+TD1,,,
STS1007,Arithmetic Problem Solving,TH,3,D2+TD2,,,
STS1007,Arithmetic Problem Solving,TH,3,E2+TEE2,,,
STS1007,Arithmetic Problem Solving,TH,3,F2+TFF2,,,
STS1007,Arithmetic Problem Solving,TH,3,E1+TEE1,,,
STS1007,Arithmetic Problem Solving,TH,3,F1+TFF1,,,
STS1007,Arithmetic Problem Solving,TH,3,G1+TG1,,,
STS2003,Aptitude and Reasoning Skills,TH,,F2+TFF2,,,
STS2003,Aptitude and Reasoning Skills,TH,,D2+TD2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D2+TD2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E2+TE2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G2+TG2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D1+TD1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D2+TD2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E2+TE2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G2+TG2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D1+TD1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G1+TG1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,B1+TB1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,C1+TC1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,A2+TA2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,C2+TC2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D2+TD2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E2+TE2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G1+TG1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G2+TG2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D1+TD1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TEE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TFF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,A1+TA1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,B2+TB2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,C1+TC1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,C2+TC2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D1+TD1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D1+TD1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D1+TD1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D2+TD2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D2+TD2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E1+TE1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E2+TE2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E2+TE2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,E2+TEE2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F1+TF1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TFF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G1+TG1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G1+TG1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G1+TG1,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G2+TG2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,F2+TF2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,G2+TG2,,,
STS2007,Enhancing Problem Solving Skills,TH,3,D2+TD2,,,
STS2009,Arithmetic Problem Solving Skills,TH,3,E1+TEE1,,,
STS2009,Arithmetic Problem Solving Skills,TH,3,E2+TEE2,,,
STS2009,Arithmetic Problem Solving Skills,TH,3,F1+TFF1,,,
STS2009,Arithmetic Problem Solving Skills,TH,3,F2+TFF2,,,
STS4003,Enhancing Programming Ability,TH,3,D2+TD2,,,
STS4005,Basic Competitive Coding - II,TH,3,C1+TC1,,,
STS4005,Basic Competitive Coding - II,TH,3,D2+TD2,,,
STS4005,Basic Competitive Coding - II,TH,3,E1+TEE1,,,
STS4005,Basic Competitive Coding - II,TH,3,E2+TE2,,,
STS4005,Basic Competitive Coding - II,TH,3,F2+TF2,,,
STS4005,Basic Competitive Coding - II,TH,3,C2+TC2,,,
STS4005,Basic Competitive Coding - II,TH,3,E1+TE1,,,
STS4005,Basic Competitive Coding - II,TH,3,E2+TEE2,,,
STS4005,Basic Competitive Coding - II,TH,3,F2+TFF2,,,
STS4005,Basic Competitive Coding - II,TH,3,D1+TD1,,,
STS4005,Basic Competitive Coding - II,TH,3,F1+TFF1,,,
STS4005,Basic Competitive Coding - II,TH,3,F1+TF1,,,
STS4005,Basic Competitive Coding - II,TH,3,C1+TC1,,,
STS4005,Basic Competitive Coding - II,TH,3,C2+TC2,,,
STS4005,Basic Competitive Coding - II,TH,3,D2+TD2,,,
STS4005,Basic Competitive Coding - II,TH,3,F1+TF1,,,
STS4005,Basic Competitive Coding - II,TH,3,F2+TFF2,,,
STS4005,Basic Competitive Coding - II,TH,3,G1+TG1,,,
STS4005,Basic Competitive Coding - II,TH,3,C1+TC1,,,
STS4005,Basic Competitive Coding - II,TH,3,G2+TG2,,,
STS4005,Basic Competitive Coding - II,TH,3,G1+TG1,,,
STS4005,Basic Competitive Coding - II,TH,3,G2+TG2,,,
STS4005,Basic Competitive Coding - II,TH,3,C1+TC1,,,
STS4005,Basic Competitive Coding - II,TH,3,C2+TC2,,,
STS4005,Basic Competitive Coding - II,TH,3,C2+TC2,,,
STS4005,Basic Competitive Coding - II,TH,3,D1+TD1,,,
STS4005,Basic Competitive Coding - II,TH,3,D1+TD1,,,
STS4005,Basic Competitive Coding - II,TH,3,D2+TD2,,,
STS4005,Basic Competitive Coding - II,TH,3,E1+TE1,,,
STS4005,Basic Competitive Coding - II,TH,3,E1+TEE1,,,
STS4005,Basic Competitive Coding - II,TH,3,E2+TE2,,,
STS4005,Basic Competitive Coding - II,TH,3,E2+TEE2,,,
STS4005,Basic Competitive Coding - II,TH,3,F1+TFF1,,,
STS4005,Basic Competitive Coding - II,TH,3,F2+TF2,,,
STS4005,Basic Competitive Coding - II,TH,3,G1+TG1,,,
STS4005,Basic Competitive Coding - II,TH,3,G1+TG1,,,
STS4005,Basic Competitive Coding - II,TH,3,G2+TG2,,,
STS4005,Basic Competitive Coding - II,TH,3,G2+TG2,,,
HUM1002,Personal Finance for Engineers,,,E1,,,
HUM1005,Introduction to Cost Accounting,,,G2+TG2,,,
HUM2003,Fundamentals of Cost and Management Accounting,,,C2+TC2+TCC2,,,
MGT1002,Lean Start-up Management,,,G2+TG2,,,
MGT1002,Lean Start-up Management,,,E1+TE1,,,
MGT1002,Lean Start-up Management,,,E2+TE2,,,
MGT1014,Fundamentals of Brand Management,,,E2+TE2,,,
MGT1015,Fundamentals of Consumer Behaviour,,,G1+TG1,,,
MGT1015,Fundamentals of Consumer Behaviour,,,G2+TG2,,,
MGT1040,Entrepreneurship,LO,2,E1,,,
MGT1040,Entrepreneurship,LO,2,F1,,,
MGT1040,Entrepreneurship,LO,2,G1,DR.G.SOMA SEKHAR,G13 - CB,
MGT1040,Entrepreneurship,LO,2,E2,,,
MGT1040,Entrepreneurship,LO,2,F2,,,
MGT1040,Entrepreneurship,LO,2,G2,,,
MGT1040,Entrepreneurship,LO,2,E1,,,
MGT1040,Entrepreneurship,LO,2,F1,,,
MGT1040,Entrepreneurship,LO,2,E2,,,
MGT1040,Entrepreneurship,LO,2,F2,,,
MGT1040,Entrepreneurship,LO,2,G2,,,
MGT1040,Entrepreneurship,LO,2,E1,,,
MGT1040,Entrepreneurship,LO,2,F1,,,
MGT1040,Entrepreneurship,LO,2,G1,,,
MGT1040,Entrepreneurship,LO,2,E2,,,
MGT1040,Entrepreneurship,LO,2,F2,,,
MGT1040,Entrepreneurship,LO,2,G2,Krishnasamy,225-CB,
MGT1040,Entrepreneurship,LO,2,G1,,,
MGT1040,Entrepreneurship,LO,2,G1,,,
MGT1042,Financial and Management Accounting,,,F1+TFF1,,,
MGT2006,Fundamentals of Financial Management,,,F1+TFF1,,,
MGT2006,Fundamentals of Financial Management,,,G2+TG2,,,
MGT2014,Fundamentals of Marketing Management,,,E2+TE2,,,
MGT2014,Fundamentals of Marketing Management,,,C1+TC1,,,
MGT2016,Essentials of Marketing Management,,,D1+TD1+TDD1,,,
MGT2016,Essentials of Marketing Management,,,D2+TD2+TDD2,,,
MGT3004,Fundamentals of Operations and Supply Chain Management,,,G1+TG1,,,
TEC3001,Design Thinking,LO,3,C1+TC1,,,
TEC3001,Design Thinking,LO,3,G2+TG2,,,
TEC3001,Design Thinking,LO,3,G1+TG1,,,
TEC3001,Design Thinking,LO,3,D1+TD1,,,
TEC3001,Design Thinking,LO,3,D1+TD1,,,
TEC3001,Design Thinking,LO,3,E1+TE1,,,
TEC3001,Design Thinking,LO,3,C2+TC2,Muthu Krishnammal ,G14-CB,
TEC3001,Design Thinking,LO,3,D2+TD2,,,
TEC3001,Design Thinking,LO,3,F1+TF1,,,
TEC3001,Design Thinking,LO,3,G2+TG2,,,
TEC3001,Design Thinking,LO,3,C2+TC2,,,
TEC3001,Design Thinking,LO,3,D2+TD2,,,
TEC3001,Design Thinking,LO,3,F1+TF1,,,
TEC3001,Design Thinking,LO,3,E1+TE1,,,
TEC3001,Design Thinking,LO,3,E2+TE2,,,
TEC3001,Design Thinking,LO,3,F2+TF2,,,
TEC3001,Design Thinking,LO,3,C1+TC1,,,
TEC3001,Design Thinking,LO,3,G1+TG1,,,
TEC3001,Design Thinking,LO,3,E2+TE2,,,
TEC3001,Design Thinking,LO,3,F2+TF2,,,
TEC3001,Design Thinking,LO,3,D1+TD1,,,
TEC3001,Design Thinking,LO,3,D2+TD2,,,
TEC3001,Design Thinking,LO,3,E2+TE2,,,
LAW1001,"Law, Internet and Society",,,E2+TEE2,,,
LAW1003,Human Rights and Criminal Justice System,,,G2+TG2,,,
LAW1005,Introduction to Indian Constitution,,,F2+TFF2,,,
MGT1029,Basic Law for Engineers,,,D2+TD2,,,
MGT1029,Basic Law for Engineers,,,E1+TEE1,,,
CHY1001,Environmental Studies,,,A+TA,,,
CHY1004,Engineering Chemistry,,,C+TC,,,
CHY1005,Industrial Chemistry for Engineers,,,A+TA+TAA,,,
CHY1006,Corrosion Science and Engineering,,,C+TC+TCC,,,
CHY2001,Chemical and Biosensors,,,A+TA+TAA,,,
CSE1007,Introduction to Cryptography,,,B+TB+TBB,,,
CSE1008,Theory of Computation,TH,4,A+TA+TAA,,,
CSE1012,Problem Solving using Python,ETL,3,C+TC+TCC,,,
CSE1012,Problem Solving using Python,ETL,3,A+TA+TAA,,,
CSE2001,Data Structures and Algorithms,ETL,3,A+TA+TAA,,,
CSE2001,Data Structures and Algorithms,ETL,3,B+TB+TBB,,,
CSE2001,Data Structures and Algorithms,ETL,3,C+TC+TCC,,,
CSE2005,Object Oriented Programming,ETL,3,B+TB+TBB,,,
CSE2005,Object Oriented Programming,ETL,3,A+TA+TAA,,,
CSE2005,Object Oriented Programming,ETL,3,C+TC+TCC,Dr. Sanjeev Kumar Dwivedi,415 - AB1,
CSE2005,Object Oriented Programming,ETL,3,C+TC+TCC,,,
CSE2007,Database Management Systems,ETL,3,A+TA+TAA,,,
CSE2008,Operating Systems,ETL,4,C+TC+TCC,,,
CSE2014,Data Structures and Algorithms,ETL,4,A+TA+TAA,,,
CSE2018,Database Management Systems,ETL,3,C+TC+TCC,,,
CSE2019,Machine Learning,ETL,,C+TC+TCC,,,
CSE3002,Artificial Intelligence,ETL,3,B+TB+TBB,,,
CSE3003,Computer Networks,ETL,3,B+TB+TBB,,,
CSE3004,Design and Analysis of Algorithms,ETL,3,A+TA+TAA,,,
CSE3008,Introduction to Machine Learning,,,C+TC+TCC,,,
CSE4002,Mobile Application Development,,,B+TB+TBB,,,
CSE4005,Data Warehousing and Data Mining,,,C+TC+TCC,,,
CSE4007,Digital Image Processing,,,A+TA+TAA,,,
ECE1002,Fundamentals of Electrical and Electronics Engineering,ETL,3,A+TA+TAA,,,
ECE1003,Digital Logic Design,ETL,3,A2+TA2,Prof.Chandan Nayak,317 - CB,
ECE1003,Digital Logic Design,ETL,3,B+TB,,,
ECE1003,Digital Logic Design,ETL,3,C+TC,,,
ECE1006,Digital Logic and Microprocessors,,,B+TB+TBB,,,
ECE1006,Digital Logic and Microprocessors,,,C+TC+TCC,,,
ECE1007,Sensor Systems,,,A+TA+TAA,,,
ECE2001,Analog Devices and Circuits,,,C+TC+TCC,,,
ECE2002,Computer Organization and Architecture,TH,4,A+TA+TAA,,,
ECE2002,Computer Organization and Architecture,TH,4,B+TB+TBB,,,
ECE2003,Control Systems Engineering,,,B+TB+TBB,,,
ECE2004,Microcontrollers and Interfacing,,,C+TC+TCC,,,
ECE2005,Signals and Systems,,,C+TC+TCC,,,
ECE2010,Digital System Design for ASICs and FPGAs,,,B+TB+TBB,,,
ECE2014,Microprocessors and Microcontrollers,,,B+TB+TBB,,,
ECE2015,Computer Architecture,,,A+TA+TAA,,,
ECE2015,Computer Architecture,,,B+TB+TBB,,,
ECE3001,Linear Integrated Circuits and Applications,,,A+TA+TAA,,,
ECE3018,IoT Fundamentals,,,B+TB,,,
ENG2001,English for Professional Communication,,,C+TC,,,
ENG3004,Introducing Linguistics,,,B+TB,,,
FRL1001,Basic French,,,B+TB,,,
FRL1001,Basic French,,,A+TA,,,
HUM1002,Personal Finance for Engineers,,,B+TB,,,
LAW1005,Introduction to Indian Constitution,,,B+TB+TBB,,,
LIB1001,Anthropology – An Introduction,,,B+TB+TBB,,,
LIB1014,Pursuit of Happiness,,,C+TC+TCC,,,
MAT1002,Applications of differential and difference equations,TH,4,B+TB+TBB,,,
MAT1002,Applications of differential and difference equations,TH,4,B+TB+TBB,,,
MAT1002,Applications of differential and difference equations,TH,4,B+TB+TBB,,,
MAT1002,Applications of differential and difference equations,TH,4,A+TA+TAA,,,
MAT1002,Applications of differential and difference equations,TH,4,A+TA+TAA,,,
MAT1002,Applications of differential and difference equations,TH,4,A+TA+TAA,,,
MAT1002,Applications of differential and difference equations,TH,4,C+TC+TCC,,,
MAT1002,Applications of differential and difference equations,TH,4,C+TC+TCC,,,
MAT1002,Applications of differential and difference equations,TH,4,C+TC+TCC,,,
MAT1002,Applications of differential and difference equations,TH,4,B+TB+TBB,,,
MAT1002,Applications of differential and difference equations,TH,4,A+TA+TAA,,,
MAT1003,Discrete Mathematical Structures,TH,4,B+TB+TBB,,,
MAT1003,Discrete Mathematical Structures,TH,4,A+TA+TAA,,,
MAT1003,Discrete Mathematical Structures,TH,4,A+TA+TAA,,,
MAT1003,Discrete Mathematical Structures,TH,4,C+TC+TCC,,,
MAT1003,Discrete Mathematical Structures,TH,4,B+TB+TBB,,,
MAT1007,Discrete Mathematics,,,B+TB+TBB,,,
MAT1009,Applied Linear Algebra,,,C+TC+TCC,,,
MAT1009,Applied Linear Algebra,,,B+TB+TBB,,,
MAT1011,Applied Statistics,ETL,3,C+TC+TCC,,,
MAT1011,Applied Statistics,ETL,3,A+TA+TAA,,,
MAT1011,Applied Statistics,ETL,3,B+TB+TBB,,,
MAT1014,Fundamental Statistics,,,A+TA+TAA,,,
MEC2002,Thermodynamics,,,A+TA+TAA,,,
MEC2004,Fluid Mechanics,,,B+TB+TBB,,,
MEC2005,Fundamentals of Manufacturing Processes,,,C+TC+TCC,,,
MEC2016,Robot Kinematics and Dynamics,,,B+TB+TBB,,,
MEC3004,Machine Design,,,B+TB+TBB,,,
MEC3026,Robot Kinematics,,,B+TB+TBB,,,
MEC4008,Automobile Engineering,,,C+TC+TCC,,,
MGT1002,Lean Start-up Management,,,A+TA+TAA,,,
MGT1005,Fundamentals of Creativity and Innovation Management,,,B+TB,,,
MGT1020,Fundamentals of Services Marketing,,,A+TA+TAA,,,
MGT1031,Fundamentals of Management,,,A+TA,,,
MGT2016,Essentials of Marketing Management,,,A+TA+TAA,,,
MGT3001,Services Science and Service Operational Management,,,B+TB,,,
MGT3004,Fundamentals of Operations and Supply Chain Management,,,C+TC+TCC,,,
PHY1002,Semiconductor Device Physics,,,C+TC+TCC,,,
PHY2003,Condensed Matter Physics,,,B+TB+TBB,,,
PHY2004,Optoelectronics,,,A+TA+TAA,,,
PHY2005,Introduction to Nanotechnology,ETL,3,C+TC+TCC,,,
PHY4204,Quantum Mechanics - II,,,A+TA+TAA,,,
STS1001,Introduction to Business Communication,,,B+TB+TBB,,,
STS1002,Fundamentals of Aptitude,,,B+TB+TBB,,,
STS1007,Arithmetic problem solving,LO,3,A+TA+TAA,,,
STS1007,Arithmetic problem solving,LO,3,B+TB+TBB,,,
STS1007,Arithmetic problem solving,LO,3,C+TC+TCC,,,
STS1009,"Introduction to Quantitative, Logical and Verbal Ability",,,C+TC+TCC,,,
STS2006,Getting Started to Skill Enhancement,TH,3,A+TA+TAA,,,
STS2006,Getting Started to Skill Enhancement,TH,3,B+TB+TBB,,,
STS2006,Getting Started to Skill Enhancement,TH,3,C+TC+TCC,,,
STS2006,Getting Started to Skill Enhancement,TH,3,C+TC+TCC,,,
STS2007,Enhancing Problem Solving Skills,TH,3,C+TC+TCC,,,
STS3006,Basic Competitive Coding - I,TH,3,C+TC+TCC,,,
STS4005,Basic Competitive Coding - II,TH,3,A+TA+TAA,,,
SWE2001,Data Structures and its Applications,,,A+TA+TAA,,,
SWE2005,Concepts of Object Oriented Programming,,,A+TA+TAA,,,
SWE2006,Database Systems,,,B+TB+TBB,,,
SWE2007,Fundamentals of Operating Systems,,,C+TC+TCC,,,
SWE3001,Introduction to Computer Networks,,,A+TA+TAA,,,
SWE4001,Internet and Web Technologies,,,B+TB+TBB,,,
SWE4003,Concepts of Mobile Application Development,,,C+TC+TCC,,,
TEC3001,Design Thinking,TH,3,A+TA+TAA,,,
TEC3001,Design Thinking,TH,3,C+TC+TCC,,,
CHY1004,Engineering Chemistry,LO,1,L35+L36,,,
CHY1004,Engineering Chemistry,LO,1,L47+L48,,,
CSE1007,Introduction to Cryptography,LO,1,L43+L44,,,
CSE1007,Introduction to Cryptography,LO,1,L31+L32,,,
CSE1007,Introduction to Cryptography,LO,1,L43+L44,,,
CSE1012,Problem Solving using Python,LO,1,L27+L28,,,
CSE1012,Problem Solving using Python,LO,1,L39+L40,,,
CSE1012,Problem Solving using Python,LO,1,L43+L44,,,
CSE1012,Problem Solving using Python,LO,1,L31+L32,,,
CSE2001,Data Structures and Algorithms,LO,1,L35+L36,,,
CSE2001,Data Structures and Algorithms,LO,1,L47+L4,,,
CSE2001,Data Structures and Algorithms,LO,1,L27+L28,,,
CSE2001,Data Structures and Algorithms,LO,1,L39+L40,,,
CSE2001,Data Structures and Algorithms,LO,1,L43+L44,,,
CSE2001,Data Structures and Algorithms,LO,1,L31+L32,,,
CSE2005,Object Oriented Programming,LO,1,L31+L32,,,
CSE2005,Object Oriented Programming,LO,1,L43+L44,,,
CSE2005,Object Oriented Programming,LO,1,L27+L28,,,
CSE2005,Object Oriented Programming,LO,1,L39+L40,,,
CSE2005,Object Oriented Programming,LO,1,L35+L36,,,
CSE2005,Object Oriented Programming,LO,1,L47+L48,,,
CSE2005,Object Oriented Programming,LO,1,L31+L32,,,
CSE2005,Object Oriented Programming,LO,1,L43+L44,,,
CSE2007,Database Management Systems,LO,1,L31+L32,,,
CSE2007,Database Management Systems,LO,1,L43+L44,,,
CSE2008,Operating Systems,LO,1,L27+L28,,,
CSE2008,Operating Systems,LO,1,L39+L40,,,
CSE2014,Data Structures and Algorithms,LO,1,L31+L32,,,
CSE2014,Data Structures and Algorithms,LO,1,L43+L44,,,
CSE2018,Database Management Systems,LO,1,L35+L36,,,
CSE2018,Database Management Systems,LO,1,L47+L48,,,
CSE2019,Machine Learning,LO,1,L27+L28,,,
CSE2019,Machine Learning,LO,1,L39+L40,,,
CSE3002,Artificial Intelligence,LO,1,L27+L28,,,
CSE3002,Artificial Intelligence,LO,1,L39+L40,,,
CSE3003,Computer Networks,LO,1,L31+L32,,,
CSE3003,Computer Networks,LO,1,L43+L44,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L31+L32,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L43+L44,,,
CSE3008,Introduction to Machine Learning,LO,1,L27+L28,,,
CSE3008,Introduction to Machine Learning,LO,1,L27+L28,,,
CSE4002,Mobile Application Development,LO,1,L31+L32,,,
CSE4002,Mobile Application Development,LO,1,L43+L44,,,
CSE4005,Data Warehousing and Data Mining,LO,1,L27+L28,,,
CSE4005,Data Warehousing and Data Mining,LO,1,L39+L40,,,
CSE4007,Digital Image Processing,LO,1,L35+L36,,,
CSE4007,Digital Image Processing,LO,1,L47+L48,,,
ECE1002,Fundamentals of Electrical and Electronics Engineering,LO,1,L27+L28,,,
ECE1002,Fundamentals of Electrical and Electronics Engineering,LO,1,L39+L40,,,
ECE1003,Digital Logic Design,LO,1,L35+L36,,,
ECE1003,Digital Logic Design,LO,1,L47+L48,,,
ECE1003,Digital Logic Design,LO,1,L43+L44,,,
ECE1003,Digital Logic Design,LO,1,L31+L32,,,
ECE1003,Digital Logic Design,LO,1,L27+L28,,,
ECE1003,Digital Logic Design,LO,1,L39+L40,,,
ECE1006,Digital Logic and Microprocessors,LO,1,L31+L32,,,
ECE1006,Digital Logic and Microprocessors,LO,1,L43+L44,,,
ECE1006,Digital Logic and Microprocessors,LO,1,L27+L28,,,
ECE1006,Digital Logic and Microprocessors,LO,1,L39+L40,,,
ECE1007,Sensor Systems,LO,1,L31+L32,,,
ECE1007,Sensor Systems,LO,1,L43+L44,,,
ECE2001,Analog Devices and Circuits,LO,1,L27+L28,,,
ECE2001,Analog Devices and Circuits,LO,1,L39+L40,,,
ECE2003,Control Systems Engineering,LO,1,L35+L36,,,
ECE2003,Control Systems Engineering,LO,1,L47+L48,,,
ECE2004,Microcontrollers and Interfacing,LO,1,L31+L32,,,
ECE2004,Microcontrollers and Interfacing,LO,1,L43+L44,,,
ECE2010,Digital System Design for ASICs and FPGAs,LO,1,L35+L36,,,
ECE2010,Digital System Design for ASICs and FPGAs,LO,1,L47+L48,,,
ECE2014,Microprocessors and Microcontrollers,LO,1,L35+L36,,,
ECE2014,Microprocessors and Microcontrollers,LO,1,L47+L48,,,
ECE3001,Linear Integrated Circuits and Applications,LO,1,L31+L32,,,
ECE3001,Linear Integrated Circuits and Applications,LO,1,L43+L44,,,
ECE3018,IoT Fundamentals,LO,1,L35+L36,,,
ECE3018,IoT Fundamentals,LO,1,L47+L48,,,
ENG2001,English for Professional Communication,LO,1,L27+L28,,,
ENG2001,English for Professional Communication,LO,1,L39+L40,,,
MAT1011,Applied Statistics,LO,1,L27+L28,,,
MAT1011,Applied Statistics,LO,1,L39+L40,,,
MAT1011,Applied Statistics,LO,1,L31+L32,,,
MAT1011,Applied Statistics,LO,1,L43+L44,,,
